item_id,id,domain,split,condition,prompt_task,prompt,prompt_hash,original_question,open_question,rewritten_question,expected_mechanism,judge_reference_points,leakage_sensitive_terms,choices,choice_A,choice_B,choice_C,choice_D,gold_answer,gold_anachronism_terms,forbidden_terms,required_primitives,primitive_phrase,concept_term,task,human_validated,detected_terms,detector_token_scores,mapped_primitives,model_info,rewrite_validation,repair_attempts,pass_validation
fixed_q025,fixed_q025,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might antibiotic resistance be useful for explaining why a germ medicine stops working?
",2d6e17e6035f556e,Why might antibiotic resistance be useful for explaining why a germ medicine stops working?,Why might antibiotic resistance be useful for explaining why a germ medicine stops working?,Why might antibiotic resistance be useful for explaining why a germ medicine stops working?,describes germs surviving a medicine and passing that trait onward,"[""describes germs surviving a medicine and passing that trait onward""]","[""after"", ""become"", ""common"", ""germs"", ""lets"", ""surviving""]","{""A"": ""It may replace or support damaged specialized cells."", ""B"": ""It reduces multiplication of the virus."", ""C"": ""It lets surviving germs become more common after treatment."", ""D"": ""It reconstructs slices that show internal structure.""}",It may replace or support damaged specialized cells.,It reduces multiplication of the virus.,It lets surviving germs become more common after treatment.,It reconstructs slices that show internal structure.,C,"[""antibiotic resistance"", ""antibiotic""]","[""antibiotic resistance"", ""antibiotic""]","[""antibiotic_resistance""]",describes germs surviving a medicine and passing that trait onward,antibiotic resistance,explaining why a germ medicine stops working,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q026,fixed_q026,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might mRNA vaccine be useful for teaching the body to recognize a disease agent?
",c4439d82384a6443,Why might mRNA vaccine be useful for teaching the body to recognize a disease agent?,Why might mRNA vaccine be useful for teaching the body to recognize a disease agent?,Why might mRNA vaccine be useful for teaching the body to recognize a disease agent?,delivers temporary instructions for making a harmless identifying part,"[""delivers temporary instructions for making a harmless identifying part""]","[""agent"", ""defenses"", ""disease"", ""giving"", ""trains"", ""whole""]","{""A"": ""It turns specific binding into a visible measurement."", ""B"": ""It allows medical judgment without both people being in one room."", ""C"": ""It forms pictures from returning sound waves."", ""D"": ""It trains defenses without giving the whole disease agent.""}",It turns specific binding into a visible measurement.,It allows medical judgment without both people being in one room.,It forms pictures from returning sound waves.,It trains defenses without giving the whole disease agent.,D,"[""mRNA vaccine"", ""mRNA""]","[""mRNA vaccine"", ""mRNA""]","[""mrna_vaccine""]",delivers temporary instructions for making a harmless identifying part,mRNA vaccine,teaching the body to recognize a disease agent,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q027,fixed_q027,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might monoclonal antibody be useful for targeting one marker on a diseased cell?
",89de7036e98b1925,Why might monoclonal antibody be useful for targeting one marker on a diseased cell?,Why might monoclonal antibody be useful for targeting one marker on a diseased cell?,Why might monoclonal antibody be useful for targeting one marker on a diseased cell?,uses many copies of a single highly specific defensive molecule,"[""uses many copies of a single highly specific defensive molecule""]","[""binds"", ""chosen"", ""instead"", ""mainly"", ""many"", ""marker""]","{""A"": ""It binds mainly to the chosen marker instead of many unrelated ones."", ""B"": ""It may replace or support damaged specialized cells."", ""C"": ""It turns specific binding into a visible measurement."", ""D"": ""It uses little sample and short paths to speed measurement.""}",It binds mainly to the chosen marker instead of many unrelated ones.,It may replace or support damaged specialized cells.,It turns specific binding into a visible measurement.,It uses little sample and short paths to speed measurement.,A,"[""monoclonal antibody""]","[""monoclonal antibody""]","[""monoclonal_antibody""]",uses many copies of a single highly specific defensive molecule,monoclonal antibody,targeting one marker on a diseased cell,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q028,fixed_q028,Medicine_Biology,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might insulin pump be useful for controlling blood sugar through the day?
",f2f0a753fbad39d5,Why might insulin pump be useful for controlling blood sugar through the day?,Why might insulin pump be useful for controlling blood sugar through the day?,Why might insulin pump be useful for controlling blood sugar through the day?,releases measured small doses of medicine through a wearable device,"[""releases measured small doses of medicine through a wearable device""]","[""adjusts"", ""continuously"", ""dosing"", ""injections"", ""occasional"", ""than""]","{""A"": ""It binds mainly to the chosen marker instead of many unrelated ones."", ""B"": ""It adjusts dosing more continuously than occasional injections."", ""C"": ""It allows medical judgment without both people being in one room."", ""D"": ""It reduces the chance that the body rejects the donated organ.""}",It binds mainly to the chosen marker instead of many unrelated ones.,It adjusts dosing more continuously than occasional injections.,It allows medical judgment without both people being in one room.,It reduces the chance that the body rejects the donated organ.,B,"[""insulin pump""]","[""insulin pump""]","[""insulin_pump""]",releases measured small doses of medicine through a wearable device,insulin pump,controlling blood sugar through the day,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q029,fixed_q029,Medicine_Biology,dev,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might pulse oximeter be useful for estimating oxygen in the blood without drawing blood?
",56f65df2f74343f0,Why might pulse oximeter be useful for estimating oxygen in the blood without drawing blood?,Why might pulse oximeter be useful for estimating oxygen in the blood without drawing blood?,Why might pulse oximeter be useful for estimating oxygen in the blood without drawing blood?,shines light through tissue and compares how colors are absorbed,"[""shines light through tissue and compares how colors are absorbed""]","[""absorption"", ""differences"", ""estimate"", ""level"", ""light"", ""oxygen""]","{""A"": ""It forms pictures from returning sound waves."", ""B"": ""It distinguishes soft tissues without using a knife."", ""C"": ""It uses light absorption differences to estimate oxygen level."", ""D"": ""It reconstructs slices that show internal structure.""}",It forms pictures from returning sound waves.,It distinguishes soft tissues without using a knife.,It uses light absorption differences to estimate oxygen level.,It reconstructs slices that show internal structure.,C,"[""pulse oximeter""]","[""pulse oximeter""]","[""pulse_oximeter""]",shines light through tissue and compares how colors are absorbed,pulse oximeter,estimating oxygen in the blood without drawing blood,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q030,fixed_q030,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might CT scan be useful for finding hidden injury inside the body?
",8ecef2c05309cefe,Why might CT scan be useful for finding hidden injury inside the body?,Why might CT scan be useful for finding hidden injury inside the body?,Why might CT scan be useful for finding hidden injury inside the body?,combines many narrow X-ray views into cross-section pictures,"[""combines many narrow X-ray views into cross-section pictures""]","[""internal"", ""reconstructs"", ""show"", ""slices"", ""structure""]","{""A"": ""It turns a small trace into enough material to measure."", ""B"": ""It reduces multiplication of the virus."", ""C"": ""It lets surviving germs become more common after treatment."", ""D"": ""It reconstructs slices that show internal structure.""}",It turns a small trace into enough material to measure.,It reduces multiplication of the virus.,It lets surviving germs become more common after treatment.,It reconstructs slices that show internal structure.,D,"[""CT scan"", ""computed tomography""]","[""CT scan"", ""computed tomography""]","[""ct_scan""]",combines many narrow X-ray views into cross-section pictures,CT scan,finding hidden injury inside the body,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q031,fixed_q031,Medicine_Biology,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might medical ultrasound be useful for watching a moving organ inside the body?
",a29df4433ff75f98,Why might medical ultrasound be useful for watching a moving organ inside the body?,Why might medical ultrasound be useful for watching a moving organ inside the body?,Why might medical ultrasound be useful for watching a moving organ inside the body?,sends high-frequency sound and measures echoes,"[""sends high-frequency sound and measures echoes""]","[""forms"", ""pictures"", ""returning"", ""sound"", ""waves""]","{""A"": ""It forms pictures from returning sound waves."", ""B"": ""It uses little sample and short paths to speed measurement."", ""C"": ""It finds statistical associations between variations and outcomes."", ""D"": ""It may replace or support damaged specialized cells.""}",It forms pictures from returning sound waves.,It uses little sample and short paths to speed measurement.,It finds statistical associations between variations and outcomes.,It may replace or support damaged specialized cells.,A,"[""ultrasound""]","[""medical ultrasound"", ""ultrasound""]","[""medical_ultrasound""]",sends high-frequency sound and measures echoes,medical ultrasound,watching a moving organ inside the body,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q032,fixed_q032,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?
",9990cb6429e905d9,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,uses a small sensor to measure body chemistry repeatedly,"[""uses a small sensor to measure body chemistry repeatedly""]","[""isolated"", ""measurements"", ""miss"", ""shows"", ""trends""]","{""A"": ""It uses light absorption differences to estimate oxygen level."", ""B"": ""It shows trends that isolated measurements miss."", ""C"": ""It may replace or support damaged specialized cells."", ""D"": ""It binds mainly to the chosen marker instead of many unrelated ones.""}",It uses light absorption differences to estimate oxygen level.,It shows trends that isolated measurements miss.,It may replace or support damaged specialized cells.,It binds mainly to the chosen marker instead of many unrelated ones.,B,"[""continuous glucose monitor"", ""glucose monitor""]","[""continuous glucose monitor"", ""glucose monitor""]","[""continuous_glucose_monitor""]",uses a small sensor to measure body chemistry repeatedly,continuous glucose monitor,tracking sugar changes between clinic visits,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q033,fixed_q033,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might genome-wide association study be useful for linking inherited variations to disease risk?
",9ba7be26c7b56e9b,Why might genome-wide association study be useful for linking inherited variations to disease risk?,Why might genome-wide association study be useful for linking inherited variations to disease risk?,Why might genome-wide association study be useful for linking inherited variations to disease risk?,compares many hereditary positions across many people,"[""compares many hereditary positions across many people""]","[""associations"", ""between"", ""finds"", ""outcomes"", ""statistical"", ""variations""]","{""A"": ""It uses little sample and short paths to speed measurement."", ""B"": ""It reduces multiplication of the virus."", ""C"": ""It finds statistical associations between variations and outcomes."", ""D"": ""It may replace or support damaged specialized cells.""}",It uses little sample and short paths to speed measurement.,It reduces multiplication of the virus.,It finds statistical associations between variations and outcomes.,It may replace or support damaged specialized cells.,C,"[""genome-wide association study"", ""GWAS""]","[""genome-wide association study"", ""GWAS""]","[""genome_wide_association_study""]",compares many hereditary positions across many people,genome-wide association study,linking inherited variations to disease risk,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q034,fixed_q034,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might telemedicine be useful for treating a patient who is far from the doctor?
",4a30854f3ff1df43,Why might telemedicine be useful for treating a patient who is far from the doctor?,Why might telemedicine be useful for treating a patient who is far from the doctor?,Why might telemedicine be useful for treating a patient who is far from the doctor?,"uses distant communication to exchange symptoms, advice, and records","[""uses distant communication to exchange symptoms, advice, and records""]","[""allows"", ""being"", ""both"", ""judgment"", ""medical"", ""people""]","{""A"": ""It reduces the chance that the body rejects the donated organ."", ""B"": ""It turns specific binding into a visible measurement."", ""C"": ""It turns a small trace into enough material to measure."", ""D"": ""It allows medical judgment without both people being in one room.""}",It reduces the chance that the body rejects the donated organ.,It turns specific binding into a visible measurement.,It turns a small trace into enough material to measure.,It allows medical judgment without both people being in one room.,D,"[""telemedicine""]","[""telemedicine""]","[""telemedicine""]","uses distant communication to exchange symptoms, advice, and records",telemedicine,treating a patient who is far from the doctor,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q035,fixed_q035,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might organ transplant matching be useful for choosing a safer donor organ?
",f73a9e62f143a76c,Why might organ transplant matching be useful for choosing a safer donor organ?,Why might organ transplant matching be useful for choosing a safer donor organ?,Why might organ transplant matching be useful for choosing a safer donor organ?,compares biological markers between donor and patient,"[""compares biological markers between donor and patient""]","[""body"", ""chance"", ""donated"", ""organ"", ""reduces"", ""rejects""]","{""A"": ""It reduces the chance that the body rejects the donated organ."", ""B"": ""It reconstructs slices that show internal structure."", ""C"": ""It reduces multiplication of the virus."", ""D"": ""It forms pictures from returning sound waves.""}",It reduces the chance that the body rejects the donated organ.,It reconstructs slices that show internal structure.,It reduces multiplication of the virus.,It forms pictures from returning sound waves.,A,"[""organ transplant matching"", ""transplant""]","[""organ transplant matching"", ""transplant""]","[""organ_transplant_matching""]",compares biological markers between donor and patient,organ transplant matching,choosing a safer donor organ,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q036,fixed_q036,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might antiviral drug be useful for slowing a virus inside the body?
",65451f45e92ebbee,Why might antiviral drug be useful for slowing a virus inside the body?,Why might antiviral drug be useful for slowing a virus inside the body?,Why might antiviral drug be useful for slowing a virus inside the body?,interferes with a step the virus needs to copy itself,"[""interferes with a step the virus needs to copy itself""]","[""multiplication"", ""reduces"", ""virus""]","{""A"": ""It reduces the chance that the body rejects the donated organ."", ""B"": ""It reduces multiplication of the virus."", ""C"": ""It aims the change at a chosen location instead of altering many places."", ""D"": ""It uses little sample and short paths to speed measurement.""}",It reduces the chance that the body rejects the donated organ.,It reduces multiplication of the virus.,It aims the change at a chosen location instead of altering many places.,It uses little sample and short paths to speed measurement.,B,"[""antiviral drug"", ""antiviral""]","[""antiviral drug"", ""antiviral""]","[""antiviral_drug""]",interferes with a step the virus needs to copy itself,antiviral drug,slowing a virus inside the body,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q037,fixed_q037,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might stem cell therapy be useful for helping restore tissue function at an injury site?
",52a1893c9a31d398,Why might stem cell therapy be useful for helping restore tissue function at an injury site?,Why might stem cell therapy be useful for helping restore tissue function at an injury site?,Why might stem cell therapy be useful for helping restore tissue function at an injury site?,uses cells that can develop into specialized body cells,"[""uses cells that can develop into specialized body cells""]","[""contributing"", ""function"", ""help"", ""injury"", ""needed"", ""restore"", ""site"", ""tissue""]","{""A"": ""To train immune defenses without using the complete disease-causing agent."", ""B"": ""To prevent the immune system from attacking a transplanted organ."", ""C"": ""To help restore tissue function by contributing to cells needed at the injury site."", ""D"": ""To estimate blood oxygen level using differences in light absorption.""}",To train immune defenses without using the complete disease-causing agent.,To prevent the immune system from attacking a transplanted organ.,To help restore tissue function by contributing to cells needed at the injury site.,To estimate blood oxygen level using differences in light absorption.,C,"[""regenerative medicine""]","[""regenerative medicine"", ""stem cell therapy"", ""stem cell""]","[""stem_cell_therapy""]",uses cells that can develop into specialized body cells,stem cell therapy,helping restore tissue function at an injury site,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q038,fixed_q038,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might lab-on-a-chip be useful for running a small chemical test quickly?
",9d4c001be05aad82,Why might lab-on-a-chip be useful for running a small chemical test quickly?,Why might lab-on-a-chip be useful for running a small chemical test quickly?,Why might lab-on-a-chip be useful for running a small chemical test quickly?,moves tiny drops through small channels on a plate,"[""moves tiny drops through small channels on a plate""]","[""little"", ""measurement"", ""paths"", ""sample"", ""short"", ""speed""]","{""A"": ""It allows medical judgment without both people being in one room."", ""B"": ""It reveals the exact order where differences can be found."", ""C"": ""It reduces multiplication of the virus."", ""D"": ""It uses little sample and short paths to speed measurement.""}",It allows medical judgment without both people being in one room.,It reveals the exact order where differences can be found.,It reduces multiplication of the virus.,It uses little sample and short paths to speed measurement.,D,"[""lab-on-a-chip""]","[""lab-on-a-chip""]","[""lab_on_a_chip""]",moves tiny drops through small channels on a plate,lab-on-a-chip,running a small chemical test quickly,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q039,fixed_q039,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might ELISA be useful for measuring a specific disease marker?
",24973a5761a06353,Why might ELISA be useful for measuring a specific disease marker?,Why might ELISA be useful for measuring a specific disease marker?,Why might ELISA be useful for measuring a specific disease marker?,uses a binding reaction plus a color signal,"[""uses a binding reaction plus a color signal""]","[""binding"", ""measurement"", ""specific"", ""turns"", ""visible""]","{""A"": ""It turns specific binding into a visible measurement."", ""B"": ""It uses light absorption differences to estimate oxygen level."", ""C"": ""It reduces multiplication of the virus."", ""D"": ""It shows trends that isolated measurements miss.""}",It turns specific binding into a visible measurement.,It uses light absorption differences to estimate oxygen level.,It reduces multiplication of the virus.,It shows trends that isolated measurements miss.,A,"[""ELISA""]","[""ELISA""]","[""elisa""]",uses a binding reaction plus a color signal,ELISA,measuring a specific disease marker,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q040,fixed_q040,Medicine_Biology,dev,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might contact tracing app be useful for finding people exposed to an infection?
",dd2df083df35df7c,Why might contact tracing app be useful for finding people exposed to an infection?,Why might contact tracing app be useful for finding people exposed to an infection?,Why might contact tracing app be useful for finding people exposed to an infection?,keeps recent encounter records on a portable communication device,"[""keeps recent encounter records on a portable communication device""]","[""alone"", ""contacts"", ""faster"", ""helps"", ""identify"", ""memory""]","{""A"": ""It aims the change at a chosen location instead of altering many places."", ""B"": ""It helps identify contacts faster than memory alone."", ""C"": ""It binds mainly to the chosen marker instead of many unrelated ones."", ""D"": ""It allows medical judgment without both people being in one room.""}",It aims the change at a chosen location instead of altering many places.,It helps identify contacts faster than memory alone.,It binds mainly to the chosen marker instead of many unrelated ones.,It allows medical judgment without both people being in one room.,B,"[""contact tracing app"", ""app""]","[""contact tracing app"", ""app""]","[""contact_tracing_app""]",keeps recent encounter records on a portable communication device,contact tracing app,finding people exposed to an infection,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q041,fixed_q041,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might smartphone be useful for coordinating work while away from a desk?
",9ed93c097a0c91fb,Why might smartphone be useful for coordinating work while away from a desk?,Why might smartphone be useful for coordinating work while away from a desk?,Why might smartphone be useful for coordinating work while away from a desk?,"combines pocket wireless speech, written messages, tools, and records","[""combines pocket wireless speech, written messages, tools, and records""]","[""communicate"", ""consult"", ""lets"", ""many"", ""person"", ""places""]","{""A"": ""It lets messages travel across many linked networks."", ""B"": ""It allows playback while later parts are still arriving."", ""C"": ""It lets a person communicate and consult records from many places."", ""D"": ""It lets many distant people answer the same topic over time.""}",It lets messages travel across many linked networks.,It allows playback while later parts are still arriving.,It lets a person communicate and consult records from many places.,It lets many distant people answer the same topic over time.,C,"[""smartphone""]","[""smartphone""]","[""smartphone""]","combines pocket wireless speech, written messages, tools, and records",smartphone,coordinating work while away from a desk,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q042,fixed_q042,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might internet be useful for sharing information between distant institutions?
",07eb895a63f68581,Why might internet be useful for sharing information between distant institutions?,Why might internet be useful for sharing information between distant institutions?,Why might internet be useful for sharing information between distant institutions?,connects many smaller machine networks into one addressing system,"[""connects many smaller machine networks into one addressing system""]","[""across"", ""lets"", ""linked"", ""many"", ""messages"", ""networks""]","{""A"": ""It lets a person communicate and consult records from many places."", ""B"": ""It lets many distant people answer the same topic over time."", ""C"": ""It uses social links to pass messages rapidly."", ""D"": ""It lets messages travel across many linked networks.""}",It lets a person communicate and consult records from many places.,It lets many distant people answer the same topic over time.,It uses social links to pass messages rapidly.,It lets messages travel across many linked networks.,D,"[""internet""]","[""internet""]","[""internet""]",connects many smaller machine networks into one addressing system,internet,sharing information between distant institutions,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q043,fixed_q043,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might social media be useful for spreading a public notice quickly?
",f486df3287b8b3e8,Why might social media be useful for spreading a public notice quickly?,Why might social media be useful for spreading a public notice quickly?,Why might social media be useful for spreading a public notice quickly?,lets many people publish short messages to connected groups,"[""lets many people publish short messages to connected groups""]","[""links"", ""messages"", ""pass"", ""rapidly"", ""social""]","{""A"": ""It uses social links to pass messages rapidly."", ""B"": ""It lets messages travel across many linked networks."", ""C"": ""It reduces delay compared with ordinary letters."", ""D"": ""It covers areas that ground wires or towers may not reach.""}",It uses social links to pass messages rapidly.,It lets messages travel across many linked networks.,It reduces delay compared with ordinary letters.,It covers areas that ground wires or towers may not reach.,A,"[""social media""]","[""social media""]","[""social_media""]",lets many people publish short messages to connected groups,social media,spreading a public notice quickly,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q044,fixed_q044,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might streaming video be useful for watching moving pictures before the whole file arrives?
",0a3516332309c225,Why might streaming video be useful for watching moving pictures before the whole file arrives?,Why might streaming video be useful for watching moving pictures before the whole file arrives?,Why might streaming video be useful for watching moving pictures before the whole file arrives?,sends picture data continuously in small parts,"[""sends picture data continuously in small parts""]","[""allows"", ""arriving"", ""later"", ""parts"", ""playback"", ""still""]","{""A"": ""It delivers text without a physical carrier."", ""B"": ""It allows playback while later parts are still arriving."", ""C"": ""It gives each worker access to a shared current copy."", ""D"": ""It covers areas that ground wires or towers may not reach.""}",It delivers text without a physical carrier.,It allows playback while later parts are still arriving.,It gives each worker access to a shared current copy.,It covers areas that ground wires or towers may not reach.,B,"[""streaming video"", ""streaming""]","[""streaming video"", ""streaming""]","[""streaming_video""]",sends picture data continuously in small parts,streaming video,watching moving pictures before the whole file arrives,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q045,fixed_q045,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might email be useful for sending a written note to a distant office?
",8f55634fbc06813e,Why might email be useful for sending a written note to a distant office?,Why might email be useful for sending a written note to a distant office?,Why might email be useful for sending a written note to a distant office?,moves written messages between machine mailboxes,"[""moves written messages between machine mailboxes""]","[""carrier"", ""delivers"", ""physical"", ""text"", ""without""]","{""A"": ""It allows playback while later parts are still arriving."", ""B"": ""It covers areas that ground wires or towers may not reach."", ""C"": ""It delivers text without a physical carrier."", ""D"": ""It lets messages travel across many linked networks.""}",It allows playback while later parts are still arriving.,It covers areas that ground wires or towers may not reach.,It delivers text without a physical carrier.,It lets messages travel across many linked networks.,C,"[""email""]","[""email""]","[""email""]",moves written messages between machine mailboxes,email,sending a written note to a distant office,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q046,fixed_q046,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might video call be useful for holding a meeting across distance?
",16714a08bdc0914d,Why might video call be useful for holding a meeting across distance?,Why might video call be useful for holding a meeting across distance?,Why might video call be useful for holding a meeting across distance?,sends voice and moving pictures in both directions,"[""sends voice and moving pictures in both directions""]","[""another"", ""apart"", ""hear"", ""lets"", ""participants"", ""see""]","{""A"": ""It reduces delay compared with ordinary letters."", ""B"": ""It lets a person communicate and consult records from many places."", ""C"": ""It gives each worker access to a shared current copy."", ""D"": ""It lets participants see and hear one another while apart.""}",It reduces delay compared with ordinary letters.,It lets a person communicate and consult records from many places.,It gives each worker access to a shared current copy.,It lets participants see and hear one another while apart.,D,"[""video call""]","[""video call""]","[""video_call""]",sends voice and moving pictures in both directions,video call,holding a meeting across distance,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q047,fixed_q047,Communication_Media,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might podcast be useful for distributing a recorded talk to subscribers?
",f217f707bbf827b2,Why might podcast be useful for distributing a recorded talk to subscribers?,Why might podcast be useful for distributing a recorded talk to subscribers?,Why might podcast be useful for distributing a recorded talk to subscribers?,delivers recorded sound episodes through an electronic subscription feed,"[""delivers recorded sound episodes through an electronic subscription feed""]","[""automatically"", ""interested"", ""listeners"", ""new"", ""recordings"", ""sends""]","{""A"": ""It sends new recordings automatically to interested listeners."", ""B"": ""It lets a machine read the address without manual typing."", ""C"": ""It delivers text without a physical carrier."", ""D"": ""It gives each worker access to a shared current copy.""}",It sends new recordings automatically to interested listeners.,It lets a machine read the address without manual typing.,It delivers text without a physical carrier.,It gives each worker access to a shared current copy.,A,"[""podcast""]","[""podcast""]","[""podcast""]",delivers recorded sound episodes through an electronic subscription feed,podcast,distributing a recorded talk to subscribers,false,[],[],[],{},"{""pass"": true}",0,true
fixed_q048,fixed_q048,Communication_Media,dev,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might digital camera be useful for sharing photographs without chemical film?
",81870fef0d1e2696,Why might digital camera be useful for sharing photographs without chemical film?,Why might digital camera be useful for sharing photographs without chemical film?,Why might digital camera be useful for sharing photographs without chemical film?,records light as numerical picture elements,"[""records light as numerical picture elements""]","[""copied"", ""data"", ""immediately"", ""pictures"", ""stores""]","{""A"": ""It lets participants see and hear one another while apart."", ""B"": ""It stores pictures as data that can be copied immediately."", ""C"": ""It lets a person communicate and consult records from many places."", ""D"": ""It uses social links to pass messages rapidly.""}",It lets participants see and hear one another while apart.,It stores pictures as data that can be copied immediately.,It lets a person communicate and consult records from many places.,It uses social links to pass messages rapidly.,B,"[""digital camera""]","[""digital camera""]","[""digital_camera""]",records light as numerical picture elements,digital camera,sharing photographs without chemical film,false,[],[],[],{},"{""pass"": true}",0,true
