item_id,domain,split,condition,prompt_task,prompt,prompt_hash,response_prompt_hash,prompt_hash_match,raw_response,provider,open_question,rewritten_question,expected_mechanism,judge_reference_points,leakage_sensitive_terms,rewrite_validation,repair_attempts
fixed_q029,Medicine_Biology,dev,length_controlled,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider the same practical situation described in plain terms. Why might this method be useful for estimating oxygen in the blood without drawing blood? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral plain
",57c2ab352117396f,57c2ab352117396f,true,"It might be useful because it enables a sample of blood to be taken from a vein, and the percentage of oxygen in it to be estimated, without drawing blood.",unofficial_talkie_api,Why might pulse oximeter be useful for estimating oxygen in the blood without drawing blood?,Consider the same practical situation described in plain terms. Why might this method be useful for estimating oxygen in the blood without drawing blood? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral plain,shines light through tissue and compares how colors are absorbed,"[""shines light through tissue and compares how colors are absorbed""]","[""absorption"", ""differences"", ""estimate"", ""level"", ""light"", ""oxygen""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.466666666666667, ""pass"": false, ""primitive_detail"": {""pulse_oximeter"": 0.0}, ""primitive_recall"": 0.0}, ""leakage_risk"": false, ""length_ratio"": 2.466666666666667, ""pass"": false, ""primitive_detail"": {""pulse_oximeter"": 0.0}, ""primitive_recall"": 0.0}",0
fixed_q029,Medicine_Biology,dev,proposed,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that shines light through tissue and compares how colors are absorbed. Why might this method be useful for estimating oxygen in the blood without drawing blood? Focus on the functional reason in ordinary terms.
",e9fe135a4fa6a7fb,e9fe135a4fa6a7fb,true,It might be useful because it enables one to compare how differently coloured gases are absorbed by the tissues.,unofficial_talkie_api,Why might pulse oximeter be useful for estimating oxygen in the blood without drawing blood?,Consider a method that shines light through tissue and compares how colors are absorbed. Why might this method be useful for estimating oxygen in the blood without drawing blood? Focus on the functional reason in ordinary terms.,shines light through tissue and compares how colors are absorbed,"[""shines light through tissue and compares how colors are absorbed""]","[""absorption"", ""differences"", ""estimate"", ""level"", ""light"", ""oxygen""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.3333333333333333, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.3333333333333333, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.466666666666667, ""pass"": true, ""primitive_detail"": {""pulse_oximeter"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.466666666666667, ""pass"": true, ""primitive_detail"": {""pulse_oximeter"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q029,Medicine_Biology,dev,proposed_no_validator,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that shines light through tissue and compares how colors are absorbed. Why might this method be useful for estimating oxygen in the blood without drawing blood? Focus on the functional reason in ordinary terms.
",e9fe135a4fa6a7fb,e9fe135a4fa6a7fb,true,It might be useful because it enables one to compare how differently coloured gases are absorbed by the tissues.,unofficial_talkie_api,Why might pulse oximeter be useful for estimating oxygen in the blood without drawing blood?,Consider a method that shines light through tissue and compares how colors are absorbed. Why might this method be useful for estimating oxygen in the blood without drawing blood? Focus on the functional reason in ordinary terms.,shines light through tissue and compares how colors are absorbed,"[""shines light through tissue and compares how colors are absorbed""]","[""absorption"", ""differences"", ""estimate"", ""level"", ""light"", ""oxygen""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.3333333333333333, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.3333333333333333, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.466666666666667, ""pass"": true, ""primitive_detail"": {""pulse_oximeter"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.466666666666667, ""pass"": true, ""primitive_detail"": {""pulse_oximeter"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q030,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might CT scan be useful for finding hidden injury inside the body?
",8ecef2c05309cefe,8ecef2c05309cefe,true,"It might be useful because, by means of it, the position of an injury inside the body can be ascertained.",unofficial_talkie_api,Why might CT scan be useful for finding hidden injury inside the body?,Why might CT scan be useful for finding hidden injury inside the body?,combines many narrow X-ray views into cross-section pictures,"[""combines many narrow X-ray views into cross-section pictures""]","[""internal"", ""reconstructs"", ""show"", ""slices"", ""structure""]","{""pass"": true}",0
fixed_q030,Medicine_Biology,train,rule_only,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that combines many narrow X-ray views into cross-section pictures. Why might this method be useful for finding hidden injury inside the body? Focus on the mechanism, not on the modern name.
",049f7e8ffd93717a,049f7e8ffd93717a,true,"It combines narrow X-ray views into cross-section pictures, because it enables the surgeon to see at a glance the exact shape and position of an injured part of the body.",unofficial_talkie_api,Why might CT scan be useful for finding hidden injury inside the body?,"Consider a method that combines many narrow X-ray views into cross-section pictures. Why might this method be useful for finding hidden injury inside the body? Focus on the mechanism, not on the modern name.",combines many narrow X-ray views into cross-section pictures,"[""combines many narrow X-ray views into cross-section pictures""]","[""internal"", ""reconstructs"", ""show"", ""slices"", ""structure""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.6153846153846154, ""pass"": true, ""primitive_detail"": {""ct_scan"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.6153846153846154, ""pass"": true, ""primitive_detail"": {""ct_scan"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q030,Medicine_Biology,train,length_controlled,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider the same practical situation described in plain terms. Why might this method be useful for finding hidden injury inside the body? Focus on the practical mechanism. neutral plain general ordinary brief careful
",0866fa2cda9c5aaa,0866fa2cda9c5aaa,true,"It might be useful to discover hidden injury inside the body, because it enables a careful examination to be made, which could not otherwise be so easily or thoroughly carried out.",unofficial_talkie_api,Why might CT scan be useful for finding hidden injury inside the body?,Consider the same practical situation described in plain terms. Why might this method be useful for finding hidden injury inside the body? Focus on the practical mechanism. neutral plain general ordinary brief careful,combines many narrow X-ray views into cross-section pictures,"[""combines many narrow X-ray views into cross-section pictures""]","[""internal"", ""reconstructs"", ""show"", ""slices"", ""structure""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.5384615384615383, ""pass"": false, ""primitive_detail"": {""ct_scan"": 0.0}, ""primitive_recall"": 0.0}, ""leakage_risk"": false, ""length_ratio"": 2.5384615384615383, ""pass"": false, ""primitive_detail"": {""ct_scan"": 0.0}, ""primitive_recall"": 0.0}",0
fixed_q030,Medicine_Biology,train,proposed,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that combines many narrow X-ray views into cross-section pictures. Why might this method be useful for finding hidden injury inside the body? Focus on the functional reason in ordinary terms.
",0d02bf3bcda49b4f,0d02bf3bcda49b4f,true,"It might be useful because it enables a number of narrow views to be combined into a cross-section picture, which shows the state of an injured part more clearly than any one of the narrow views could do.",unofficial_talkie_api,Why might CT scan be useful for finding hidden injury inside the body?,Consider a method that combines many narrow X-ray views into cross-section pictures. Why might this method be useful for finding hidden injury inside the body? Focus on the functional reason in ordinary terms.,combines many narrow X-ray views into cross-section pictures,"[""combines many narrow X-ray views into cross-section pictures""]","[""internal"", ""reconstructs"", ""show"", ""slices"", ""structure""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.5384615384615383, ""pass"": true, ""primitive_detail"": {""ct_scan"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.5384615384615383, ""pass"": true, ""primitive_detail"": {""ct_scan"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q030,Medicine_Biology,train,proposed_no_validator,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that combines many narrow X-ray views into cross-section pictures. Why might this method be useful for finding hidden injury inside the body? Focus on the functional reason in ordinary terms.
",0d02bf3bcda49b4f,0d02bf3bcda49b4f,true,"It might be useful because it enables a number of narrow views to be combined into a cross-section picture, which shows the state of an injured part more clearly than any one of the narrow views could do.",unofficial_talkie_api,Why might CT scan be useful for finding hidden injury inside the body?,Consider a method that combines many narrow X-ray views into cross-section pictures. Why might this method be useful for finding hidden injury inside the body? Focus on the functional reason in ordinary terms.,combines many narrow X-ray views into cross-section pictures,"[""combines many narrow X-ray views into cross-section pictures""]","[""internal"", ""reconstructs"", ""show"", ""slices"", ""structure""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.14285714285714285, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.5384615384615383, ""pass"": true, ""primitive_detail"": {""ct_scan"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.5384615384615383, ""pass"": true, ""primitive_detail"": {""ct_scan"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q031,Medicine_Biology,test,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might medical ultrasound be useful for watching a moving organ inside the body?
",a29df4433ff75f98,a29df4433ff75f98,true,"Medical ultrasound might be useful for watching a moving organ inside the body, because it enables the observer to follow the movement of the organ and to detect any irregularity in its action.",unofficial_talkie_api,Why might medical ultrasound be useful for watching a moving organ inside the body?,Why might medical ultrasound be useful for watching a moving organ inside the body?,sends high-frequency sound and measures echoes,"[""sends high-frequency sound and measures echoes""]","[""forms"", ""pictures"", ""returning"", ""sound"", ""waves""]","{""pass"": true}",0
fixed_q031,Medicine_Biology,test,rule_only,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that sends high-frequency sound and measures echoes. Why might this method be useful for watching a moving organ inside the body? Focus on the mechanism, not on the modern name.
",8a3ab028e8851cee,8a3ab028e8851cee,true,"It sends high-frequency sound into the body, and measures echoes from the walls of the passages. It might be useful for watching a moving organ inside the body.",unofficial_talkie_api,Why might medical ultrasound be useful for watching a moving organ inside the body?,"Consider a method that sends high-frequency sound and measures echoes. Why might this method be useful for watching a moving organ inside the body? Focus on the mechanism, not on the modern name.",sends high-frequency sound and measures echoes,"[""sends high-frequency sound and measures echoes""]","[""forms"", ""pictures"", ""returning"", ""sound"", ""waves""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.2, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.2, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.357142857142857, ""pass"": true, ""primitive_detail"": {""medical_ultrasound"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.357142857142857, ""pass"": true, ""primitive_detail"": {""medical_ultrasound"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q031,Medicine_Biology,test,length_controlled,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider the same practical situation described in plain terms. Why might this method be useful for watching a moving organ inside the body? Focus on the practical mechanism. neutral plain general ordinary
",51c8d4015d2b6301,51c8d4015d2b6301,true,"It might be useful to watch a moving organ inside the body, because it has a practical mechanism for recording the movement.",unofficial_talkie_api,Why might medical ultrasound be useful for watching a moving organ inside the body?,Consider the same practical situation described in plain terms. Why might this method be useful for watching a moving organ inside the body? Focus on the practical mechanism. neutral plain general ordinary,sends high-frequency sound and measures echoes,"[""sends high-frequency sound and measures echoes""]","[""forms"", ""pictures"", ""returning"", ""sound"", ""waves""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": false, ""primitive_detail"": {""medical_ultrasound"": 0.0}, ""primitive_recall"": 0.0}, ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": false, ""primitive_detail"": {""medical_ultrasound"": 0.0}, ""primitive_recall"": 0.0}",0
fixed_q031,Medicine_Biology,test,proposed,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that sends high-frequency sound and measures echoes. Why might this method be useful for watching a moving organ inside the body? Focus on the functional reason in ordinary terms.
",d6ffe199def83662,d6ffe199def83662,true,It might be useful because it would enable the observer to watch the movements of an organ inside the body.,unofficial_talkie_api,Why might medical ultrasound be useful for watching a moving organ inside the body?,Consider a method that sends high-frequency sound and measures echoes. Why might this method be useful for watching a moving organ inside the body? Focus on the functional reason in ordinary terms.,sends high-frequency sound and measures echoes,"[""sends high-frequency sound and measures echoes""]","[""forms"", ""pictures"", ""returning"", ""sound"", ""waves""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.2, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.2, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": true, ""primitive_detail"": {""medical_ultrasound"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": true, ""primitive_detail"": {""medical_ultrasound"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q031,Medicine_Biology,test,proposed_no_validator,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that sends high-frequency sound and measures echoes. Why might this method be useful for watching a moving organ inside the body? Focus on the functional reason in ordinary terms.
",d6ffe199def83662,d6ffe199def83662,true,It might be useful because it would enable the observer to watch the movements of an organ inside the body.,unofficial_talkie_api,Why might medical ultrasound be useful for watching a moving organ inside the body?,Consider a method that sends high-frequency sound and measures echoes. Why might this method be useful for watching a moving organ inside the body? Focus on the functional reason in ordinary terms.,sends high-frequency sound and measures echoes,"[""sends high-frequency sound and measures echoes""]","[""forms"", ""pictures"", ""returning"", ""sound"", ""waves""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.2, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.2, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": true, ""primitive_detail"": {""medical_ultrasound"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": true, ""primitive_detail"": {""medical_ultrasound"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q032,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?
",9990cb6429e905d9,9990cb6429e905d9,true,"It might be useful because it would enable a medical officer to track sugar changes between clinical visits, and so keep himself informed as to the state of a patient's metabolism.",unofficial_talkie_api,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,uses a small sensor to measure body chemistry repeatedly,"[""uses a small sensor to measure body chemistry repeatedly""]","[""isolated"", ""measurements"", ""miss"", ""shows"", ""trends""]","{""pass"": true}",0
fixed_q032,Medicine_Biology,train,rule_only,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that uses a small sensor to measure body chemistry repeatedly. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the mechanism, not on the modern name.
",122781fa1a4b4f62,122781fa1a4b4f62,true,"A sensor is used to measure sugar changes in the blood, because it can be set to record small fluctuations in sugar content.",unofficial_talkie_api,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,"Consider a method that uses a small sensor to measure body chemistry repeatedly. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the mechanism, not on the modern name.",uses a small sensor to measure body chemistry repeatedly,"[""uses a small sensor to measure body chemistry repeatedly""]","[""isolated"", ""measurements"", ""miss"", ""shows"", ""trends""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.5, ""pass"": true, ""primitive_detail"": {""continuous_glucose_monitor"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.5, ""pass"": true, ""primitive_detail"": {""continuous_glucose_monitor"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q032,Medicine_Biology,train,length_controlled,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider the same practical situation described in plain terms. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral
",8443062dc107bca9,8443062dc107bca9,true,"It might be useful because it enables a tracker to follow sugar changes between clinic visits, by comparing the amounts in the patient’s blood at two separate times.",unofficial_talkie_api,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,Consider the same practical situation described in plain terms. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the practical mechanism. neutral plain general ordinary brief careful neutral,uses a small sensor to measure body chemistry repeatedly,"[""uses a small sensor to measure body chemistry repeatedly""]","[""isolated"", ""measurements"", ""miss"", ""shows"", ""trends""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.4285714285714284, ""pass"": false, ""primitive_detail"": {""continuous_glucose_monitor"": 0.0}, ""primitive_recall"": 0.0}, ""leakage_risk"": false, ""length_ratio"": 2.4285714285714284, ""pass"": false, ""primitive_detail"": {""continuous_glucose_monitor"": 0.0}, ""primitive_recall"": 0.0}",0
fixed_q032,Medicine_Biology,train,proposed,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that uses a small sensor to measure body chemistry repeatedly. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the functional reason in ordinary terms.
",5510a8552b1759ae,5510a8552b1759ae,true,"It might be useful because it enables a clinician to track sugar changes between visits, because it provides a ready means of ascertaining the state of the sugar balance.",unofficial_talkie_api,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,Consider a method that uses a small sensor to measure body chemistry repeatedly. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the functional reason in ordinary terms.,uses a small sensor to measure body chemistry repeatedly,"[""uses a small sensor to measure body chemistry repeatedly""]","[""isolated"", ""measurements"", ""miss"", ""shows"", ""trends""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.4285714285714284, ""pass"": true, ""primitive_detail"": {""continuous_glucose_monitor"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.4285714285714284, ""pass"": true, ""primitive_detail"": {""continuous_glucose_monitor"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q032,Medicine_Biology,train,proposed_no_validator,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that uses a small sensor to measure body chemistry repeatedly. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the functional reason in ordinary terms.
",5510a8552b1759ae,5510a8552b1759ae,true,"It might be useful because it enables a clinician to track sugar changes between visits, because it provides a ready means of ascertaining the state of the sugar balance.",unofficial_talkie_api,Why might continuous glucose monitor be useful for tracking sugar changes between clinic visits?,Consider a method that uses a small sensor to measure body chemistry repeatedly. Why might this method be useful for tracking sugar changes between clinic visits? Focus on the functional reason in ordinary terms.,uses a small sensor to measure body chemistry repeatedly,"[""uses a small sensor to measure body chemistry repeatedly""]","[""isolated"", ""measurements"", ""miss"", ""shows"", ""trends""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.0, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.4285714285714284, ""pass"": true, ""primitive_detail"": {""continuous_glucose_monitor"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.4285714285714284, ""pass"": true, ""primitive_detail"": {""continuous_glucose_monitor"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q033,Medicine_Biology,train,raw,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Why might genome-wide association study be useful for linking inherited variations to disease risk?
",9ba7be26c7b56e9b,9ba7be26c7b56e9b,true,"Because genome-wide association study might link inherited variations to disease risk, in so far as it might show that variations, which are inherited, are likely to be associated with disease.",unofficial_talkie_api,Why might genome-wide association study be useful for linking inherited variations to disease risk?,Why might genome-wide association study be useful for linking inherited variations to disease risk?,compares many hereditary positions across many people,"[""compares many hereditary positions across many people""]","[""associations"", ""between"", ""finds"", ""outcomes"", ""statistical"", ""variations""]","{""pass"": true}",0
fixed_q033,Medicine_Biology,train,rule_only,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider a method that compares many hereditary positions across many people. Why might this method be useful for linking inherited variations to disease risk? Focus on the mechanism, not on the modern name.
",94eaac6dd5956557,94eaac6dd5956557,true,"It might be useful because it links hereditary variations to disease risk, by focusing on the mechanism whereby many people are simultaneously affected.",unofficial_talkie_api,Why might genome-wide association study be useful for linking inherited variations to disease risk?,"Consider a method that compares many hereditary positions across many people. Why might this method be useful for linking inherited variations to disease risk? Focus on the mechanism, not on the modern name.",compares many hereditary positions across many people,"[""compares many hereditary positions across many people""]","[""associations"", ""between"", ""finds"", ""outcomes"", ""statistical"", ""variations""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.357142857142857, ""pass"": true, ""primitive_detail"": {""genome_wide_association_study"": 1.0}, ""primitive_recall"": 1.0}, ""leakage_risk"": false, ""length_ratio"": 2.357142857142857, ""pass"": true, ""primitive_detail"": {""genome_wide_association_study"": 1.0}, ""primitive_recall"": 1.0}",0
fixed_q033,Medicine_Biology,train,length_controlled,open_ended_response_quality,"Answer the following question in 1-2 sentences.
Explain the practical mechanism in ordinary terms.
Do not answer with a multiple-choice letter or option label.

Question:
Consider the same practical situation described in plain terms. Why might this method be useful for linking inherited variations to disease risk? Focus on the practical mechanism. neutral plain general ordinary brief
",ba7a41672b0d4bab,ba7a41672b0d4bab,true,"It might be useful because it links variations to disease risk, by providing a ready means of detecting them.",unofficial_talkie_api,Why might genome-wide association study be useful for linking inherited variations to disease risk?,Consider the same practical situation described in plain terms. Why might this method be useful for linking inherited variations to disease risk? Focus on the practical mechanism. neutral plain general ordinary brief,compares many hereditary positions across many people,"[""compares many hereditary positions across many people""]","[""associations"", ""between"", ""finds"", ""outcomes"", ""statistical"", ""variations""]","{""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""generation_validation"": {""choice_copying_score"": 0.0, ""choice_keyword_overlap_score"": 0.16666666666666666, ""fail_reasons"": [""required_primitives_missing""], ""forbidden_terms_remaining"": [], ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": false, ""primitive_detail"": {""genome_wide_association_study"": 0.0}, ""primitive_recall"": 0.0}, ""leakage_risk"": false, ""length_ratio"": 2.2857142857142856, ""pass"": false, ""primitive_detail"": {""genome_wide_association_study"": 0.0}, ""primitive_recall"": 0.0}",0
